Name,Current price,Change(%),Open,High,Low,Volume
AAON INC.,140.45,2.08,136.58,140.91,135.15,445108
BAOZUN INC. ADS,2.59,2.37,2.54,2.61,2.54,444505
REVIVA PHARMACEUTICALS HLD.,1.12,12.61,1.15,1.16,1.09,444388
ARMLOGI HOLDING,6.03,12.43,6.15,6.49,5.88,442917
UROGEN PHARMA,12.48,0.0,12.4,12.65,12.06,440655
RENOVARO INC.,0.5169,3.38,0.5,0.55,0.5,439460
RED ROCK RESORTS INC.,49.75,11.47,50.28,50.83,49.47,438850
KEARNY FINANCIAL,8.07,11.71,8.2,8.21,8.06,438228
AEROVIRONMENT INC.,196.5,1.76,196.17,203.69,193.0,437870
CALUMET INC,22.4,1.08,22.0,22.63,21.98,437654
QUANTERIX CORP.,12.06,12.9,12.31,12.56,12.02,437409
HARMONY BIOSCIENCES HLD.,34.83,0.35,35.01,35.13,34.34,436904
PRELUDE THERAPEUTICS INC.,0.98,1.64,0.99,0.9932,0.9591,435400
HEALTH CATALYST INC,8.5,10.23,8.59,8.77,8.44,434240
OUTLOOK THERAPEUTICS INC.,4.89,10.81,4.94,5.15,4.84,434175
N2OFF INC.,0.2125,9.48,0.1941,0.2186,0.1914,433035
BANZAI INTERNATIONAL INC.,1.3,115.58,1.52,1.55,1.29,433005
RAMACO RESOURCES INC.,12.35,10.72,12.35,12.44,12.05,432409
ALDEYRA THERAPEUTICS INC.,4.8,13.42,4.95,4.96,4.74,432362
TTM TECHNOLOGIES INC.,24.23,1.0,23.95,24.42,23.91,432334
HERITAGE COMMERCE CORP,10.73,11.74,10.87,10.98,10.73,431791
SECUREWORKS CORP.,8.39,0.24,8.38,8.39,8.37,431438
UNIQURE N.V.,6.05,1.0,5.98,6.16,5.89,431429
WINGSTOP INC.,338.79,0.48,335.33,339.8,328.02,429467
BRIGHT MINDS BIOSCIENCES INC.,38.11,11.24,43.75,43.87,37.96,428577
HOPE BANCORP INC.,13.8,11.57,13.9,14.0,13.78,426420
TITAN MACHINERY INC.,16.07,4.22,15.64,16.18,14.33,426343
UNITED BANKSHARES INC.,42.87,10.97,42.98,43.37,42.71,425042
SKYX PLATFORMS CORP.,1.01,13.81,1.05,1.08,0.97,423810
CANTALOUPE INC.,9.39,11.05,9.41,9.49,9.16,423392
NICE LTD ADS,182.51,10.65,185.21,185.6,180.51,422624
RYVYL INC.,1.87,11.98,1.82,1.99,1.64,422246
CHURCHILL DOWNS INC.,139.7,11.5,141.83,141.83,138.83,420875
ONESPAN INC.,18.47,10.48,18.55,18.66,18.25,420139
SAMFINE CREATION HLD.,11.7,5.12,10.78,12.3,10.3,420132
VERA BRADLEY INC.,5.58,0.0,5.54,5.68,5.46,419245
THE LOVESAC COMPANY,37.1,13.56,37.54,38.6,36.59,418451
OMNICELL INC.,45.45,11.11,45.69,46.34,45.19,418232
PLBY GROUP INC.,1.21,12.42,1.25,1.26,1.18,416082
PROGRESS SOFTWARE,69.64,10.36,69.62,70.06,69.01,414807
NETGEAR INC.,25.07,3.13,24.3,25.2,24.3,414258
MANHATTAN ASSOCIATES INC.,288.95,10.62,290.13,294.9,286.4,413539
INTAPP INC.,61.32,2.34,59.56,61.37,59.24,413111
DARIOHEALTH CORP.,0.674,18.17,0.74,0.7414,0.672,412894
SLEEP NUMBER CORP.,13.97,15.93,14.48,14.6,13.89,411977
LQR HOUSE INC.,0.98,118.33,1.21,1.21,0.8801,411064
DBV TECHNOLOGIES S.A. ADS,0.606,21.2,0.5505,0.6481,0.5436,410821
ENANTA PHARMACEUTICALS INC.,8.56,14.99,8.8,9.01,8.01,410450
KOSS CORP.,7.22,11.23,7.22,7.98,7.15,409984
IPG PHOTONICS CORP.,77.12,12.28,78.27,78.28,76.84,409960
LEXARIA BIOSCIENCE,2.13,10.93,2.3,2.4,2.1,408629
SIMPPLE,1.17,6.36,1.15,1.23,1.1,408165
ARVINAS INC.,24.48,12.66,25.15,25.24,24.41,407816
NORTHWEST BANCSHARES INC.,14.84,11.26,14.93,15.01,14.79,406664
COMPUGEN,1.52,7.8,1.41,1.54,1.37,406659
DESTINATION XL GROUP INC.,2.3,0.88,2.26,2.38,2.24,406496
GENEDX HOLDINGS,80.52,0.07,80.48,82.8,78.08,406366
ACELYRIN INC.,4.64,11.9,4.73,4.82,4.57,405642
BITCOIN DEPOT INC.,1.94,12.02,1.97,2.03,1.92,405555
BIONOMICS LTD.,0.283,0.6,0.2833,0.3,0.2723,404871
SILVACO GROUP INC.,7.89,10.88,8.0,8.44,7.89,403221
PLIANT THERAPEUTICS INC.,13.34,10.89,13.42,13.62,13.15,402637
ICU MEDICAL INC.,157.75,15.99,168.47,169.41,156.95,402515
ZEVRA THERAPEUTICS INC.,9.43,10.63,9.56,9.74,9.33,402332
BLACK DIAMOND THERAPEUTICS,2.47,11.59,2.5,2.58,2.41,402164
VINE HILL CAPITAL INVESTMENT,10.0,0.1,10.0,10.02,10.0,402073
GOLDEN ENTERTAINMENT INC.,33.28,12.12,33.76,34.28,33.26,401545
FIRST FINANCIAL BANKSHARES,42.57,11.11,42.85,43.0,42.36,400746
ODYSSEY MARINE EXPLORATION,0.372,11.46,0.3775,0.3934,0.36,400195
ELEVATION ONCOLOGY INC.,0.6259,2.89,0.6065,0.6475,0.6015,398479
GREENIDGE GENERATION HLD.,2.04,14.67,2.07,2.16,2.03,397787
AKERO THERAPEUTICS INC.,31.16,11.92,31.7,32.03,30.72,397688
HELEN OF TROY LTD.,70.72,11.33,70.66,71.33,69.28,396274
SHOE CARNIVAL INC.,33.53,14.04,34.34,34.34,33.42,395476
CULLINAN THERAPEUTICS INC.,12.77,1.83,12.49,13.2,12.49,394649
SIGMA LITHIUM CORP.,13.7,13.86,14.15,14.22,13.68,394471
CORVUS PHARMACEUTICALS INC.,8.73,12.24,9.0,9.25,8.6,393896
MERCADOLIBRE INC.,2110.0,0.48,2094.55,2146.81,2089.41,393105
COLUMBIA SPORTSWEAR CO.,86.92,11.31,87.89,88.33,86.83,392954
APOLLOMICS INC.,8.16,115.62,8.81,9.22,7.55,392950
KYVERNA THERAPEUTICS INC.,5.06,10.98,5.09,5.58,5.03,392784
F5 INC.,251.92,1.28,248.2,252.16,247.26,391757
CONNEXA SPORTS TECHNOLOGIES,2.17,121.09,2.77,2.91,2.1,391165
VERB TECHNOLOGY CO.,9.5,3.83,9.14,10.5,8.68,390983
COGENT COMMUNICATIONS HLD.,82.5,10.63,83.76,84.6,81.96,390098
ALLIANCE RESOURCE PARTNERS L.P.,28.17,11.43,28.58,28.58,27.97,389972
BLACK SPADE ACQUISITION II CO UNIT,10.02,0.0,10.0,10.02,10.0,389782
TTEC HOLDINGS INC.,5.16,13.91,5.3,5.35,5.12,388048
ADAPTIMMUNE THERAPEUTICS PLC ADS,0.68,12.45,0.707,0.707,0.675,387603
INOVIO PHARMACEUTICALS INC.,4.01,12.91,4.13,4.25,4.0,387367
THE ONE GROUP HOSPITALITY INC.,3.37,14.53,3.51,3.63,3.28,384863
G-III APPAREL GROUP,30.34,11.97,30.68,30.83,30.16,383882
ADVANCED ENERGY INDUSTRIES,117.21,10.12,117.0,118.33,115.5,383500
MADRIGAL PHARMACEUTICALS INC.,336.74,12.45,347.04,347.06,329.67,383169
LOGILITY SUPPLY CHAIN SOLUTIONS,10.34,2.38,10.22,10.49,9.96,382469
THE CHEFS  WAREHOUSE INC.,45.0,0.11,44.54,45.09,44.04,381532
HEARTLAND EXPRESS INC.,12.65,1.04,12.51,12.74,12.4,381180
LANTRONIX INC.,2.87,12.71,2.95,2.98,2.82,380661
CSG SYSTEMS INTERNATIONAL INC.,54.82,10.72,55.07,55.45,54.69,380267
BLACKROCK TCP CAPITAL,9.19,1.55,9.07,9.2,9.04,378790
ILEARNINGENGINES INC.,1.41,17.84,1.53,1.56,1.41,377564
BIOVENTUS INC.,12.27,6.7,11.41,12.42,11.36,377131
MOBILE-HEALTH NETWORK SOLUTIONS,0.2862,10.38,0.2873,0.295,0.2757,376918
CARDIOL THERAPEUTICS INC.,1.53,10.65,1.53,1.57,1.5,376626
VOR BIOPHARMA INC.,0.8,12.07,0.8111,0.8309,0.7709,376325
SCISPARC,0.2264,16.56,0.2423,0.2439,0.22,376244
O REILLY AUTOMOTIVE INC.,1244.22,0.44,1231.36,1245.54,1223.04,375076
CYNGN INC.,6.39,10.47,6.41,7.48,6.05,374912
89BIO INC.,8.9,10.67,8.97,9.15,8.66,374831
IMMUNOCORE HLD.,32.45,11.04,32.8,33.66,31.66,373580
ALIGOS THERAPEUTICS INC.,21.35,4.35,20.48,22.46,19.5,371657
VIVOS THERAPEUTICS INC.,3.52,4.14,3.41,3.64,3.18,370999
AGENUS INC.,3.38,14.79,3.57,3.69,3.36,370563
CHECHE GROUP INC.,0.92,6.98,0.885,0.94,0.87,370177
STRONGHOLD DIGITAL MINING INC.,4.67,15.08,4.72,4.95,4.61,369892
ZEBRA TECHNOLOGIES,402.45,0.38,402.44,403.57,399.69,369235
MERCER INTERNATIONAL INC.,6.14,14.36,6.44,6.44,6.11,368713
FIBROGEN INC,0.3876,10.62,0.396,0.397,0.3801,368395
CRINETICS PHARMACEUTICALS INC.,56.77,1.21,56.0,56.98,55.43,368300
ONESPAWORLD HOLDINGS,19.3,10.36,19.36,19.55,19.23,367347
POOL CORP.,378.54,12.95,386.07,386.07,375.28,367111
ARKO CORP.,7.2,10.41,7.15,7.22,6.99,365899
AVIS BUDGET GROUP INC.,107.37,11.32,108.18,110.03,106.59,365169
ALPHA TEKNOVA INC.,7.01,12.5,7.19,7.19,6.53,364940
POPULAR INC.,100.78,11.0,101.57,101.57,100.38,364760
MARKETWISE INC.,0.507,11.74,0.5199,0.534,0.4973,364630
HARBORONE BANCORP INC.,12.8,12.14,13.05,13.08,12.66,364483
ITEOS THERAPEUTICS INC.,8.19,10.61,8.19,8.4,8.06,363961
GALAXY PAYROLL GROUP,1.17,18.59,1.25,1.37,1.14,363758
RADNET INC.,81.45,10.02,80.92,82.1,80.27,363753
ADEIA INC.,12.21,10.33,12.16,12.25,12.0,363707
OPORTUN FINANCIAL,3.73,7.8,3.47,3.82,3.47,363457
TIVIC HEALTH SYSTEMS INC.,0.256,0.35,0.2551,0.265,0.2525,362662
ARGENX SE ADS,607.16,0.25,608.2,609.31,601.64,361887
COMPLETE SOLARIA INC.,1.81,12.16,1.86,1.89,1.8,361879
ROPER TECHNOLOGIES INC.,561.89,0.71,559.31,562.23,553.82,360733
TRUSTMARK CORP.,39.78,10.48,39.93,40.18,39.41,360294
IRHYTHM TECHNOLOGIES INC.,82.45,0.16,82.15,82.68,80.61,359411
LIBERTY BROADBAND,84.81,10.25,85.19,85.94,84.1,358943
DAKTRONICS INC.,15.02,0.81,14.75,15.11,14.67,358395
WESBANCO INC.,35.58,11.63,36.03,36.03,35.5,357304
TRUPANION INC.,54.35,1.66,52.61,55.55,51.05,357290
IN8BIO INC.,0.31,2.04,0.31,0.32,0.295,356721
VERINT SYSTEMS INC.,24.39,11.73,24.55,24.85,24.19,356545
KNIGHTSCOPE INC.,18.14,13.16,16.25,19.5,16.1,356533
SAFE PRO GROUP INC.,4.04,111.98,4.42,4.6,3.92,355640
1-800-FLOWERS.COM INC.,8.24,10.12,8.2,8.35,8.05,355149
ETON PHARMACEUTICALS INC.,12.45,3.49,12.2,12.54,11.88,355080
ARQ INC.,7.54,10.66,7.58,7.89,7.49,354530
JAMES RIVER GROUP HLD.,4.63,3.81,4.44,4.68,4.35,354058
IES HOLDINGS INC.,299.52,7.09,282.71,318.99,280.82,353947
AERSALE CORP.,6.28,12.48,6.39,6.49,6.02,352347
MERIT MEDICAL SYSTEMS INC.,104.0,10.88,104.88,106.01,102.98,351500
IO BIOTECH INC.,0.748,10.27,0.76,0.785,0.7171,350777
ESTABLISHMENT LABS HLD.,45.57,0.04,45.4,46.86,44.71,349846
DISC MEDICINE INC.,62.65,12.87,64.6,65.87,61.84,349710
VERICEL CORP.,58.75,0.22,58.4,58.81,56.0,349653
THRYV HOLDINGS INC.,15.68,0.32,15.57,15.89,15.42,349030
ULTRA CLEAN HOLDINGS INC.,37.49,12.5,38.51,38.63,36.97,348255
SKYWARD SPECIALTY INSURANCE GROUP,52.73,0.11,52.39,53.22,52.25,348234
REPLIGEN CORP.,146.74,0.47,145.08,147.05,142.17,347035
LEAP THERAPEUTICS INC.,2.65,5.16,2.52,2.65,2.48,346439
INSIGHT ENTERPRISES INC.,155.77,0.52,154.66,156.38,152.68,344742
WEREWOLF THERAPEUTICS INC.,1.96,12.0,1.98,2.04,1.91,344580
FRESHPET INC.,155.92,0.8,154.94,158.42,154.94,343725
ALARM.COM HOLDINGS INC.,64.53,10.51,64.21,65.08,64.01,343215
WORKSPORT LTD.,0.6101,0.46,0.618,0.64,0.59,342472
SUPER LEAGUE ENTERPRISE INC.,0.5429,11.84,0.5882,0.62,0.515,341834
SANMINA CORP.,78.33,10.65,78.45,78.86,77.63,341493
KODIAK SCIENCES INC,6.56,2.02,6.43,6.58,6.09,339624
VIRACTA THERAPEUTICS INC.,0.1426,18.0,0.155,0.155,0.1426,338314
XOMETRY INC.,31.26,14.43,32.6,32.67,31.15,338216
AMPLITECH GROUP INC.,0.9019,13.02,0.97,1.0254,0.8897,337666
HORIZON TECHNOLOGY FINANCE,9.24,10.22,9.28,9.28,9.18,337639
ONCONETIX INC.,0.63,121.25,0.8098,0.8523,0.62,337541
CO-DIAGNOSTICS INC.,0.93,16.06,1.0,1.03,0.928,336912
NLIGHT INC.,10.85,12.78,11.08,11.15,10.77,335995
PULSE BIOSCIENCES INC,20.3,12.84,17.9,20.94,17.9,335264
OPERA LTD.,19.81,11.25,20.02,20.09,19.6,335230
LOGITECH INTERNATIONAL S.A. REGISTERED,81.01,10.92,81.9,81.92,80.89,335026
CROSS COUNTRY HEALTHCARE INC.,10.66,11.93,10.83,10.83,10.4,334515
MESA AIR GROUP INC.,1.02,4.08,0.99,1.03,0.99,333909
ATRICURE INC.,35.79,10.61,35.95,36.71,35.56,333138
SEANERGY MARITIME HLD.,8.11,10.49,8.14,8.26,8.06,332163
ARBE ROBOTICS,1.91,11.04,1.99,1.99,1.87,330234
DRIVEN BRANDS HLD.,16.85,11.12,16.95,16.95,16.61,329961
ZIFF DAVIS INC.,57.88,10.22,57.41,57.95,56.45,329914
WAFD INC.,37.17,11.41,37.36,37.47,37.01,329125
VENUS CONCEPT INC.,0.3379,7.27,0.3153,0.3579,0.31,328584
THE BALDWIN INSURANCE GROUP,49.34,1.59,48.44,49.4,48.22,328372
EDGEWISE THERAPEUTICS INC.,32.08,0.31,32.2,32.57,31.6,328274
SOW GOOD INC.,3.59,10.83,3.62,3.67,3.36,327890
NEXTCURE INC.,1.17,12.5,1.19,1.21,1.16,327481
PSYENCE BIOMEDICAL,3.34,6580.0,3.55,4.37,3.04,327250
SILICON LABORATORIES INC.,107.63,13.95,112.54,114.32,106.79,326259
APPIAN CORP.,37.67,11.77,38.02,38.22,37.5,324635
OXFORD SQUARE CAPITAL,2.63,11.5,2.67,2.67,2.63,324624
MIRUM PHARMACEUTICALS INC.,45.15,1.99,44.46,45.4,43.86,323950
KELLY SERVICES INC.,14.67,11.21,14.76,14.94,14.51,323610
ENDRA LIFE SCIENCES INC.,5.84,5.8,5.5,6.49,5.5,323195
CUREVAC N.V.,2.74,11.08,2.75,2.77,2.62,322687
ACUMEN PHARMACEUTICALS INC.,2.2,16.78,2.36,2.38,2.2,322584
QUALYS INC.,155.94,10.32,155.83,157.0,154.86,322542
ORTHOFIX MEDICAL INC.,19.34,1.58,19.11,19.36,18.83,321895
MAREX GROUP PLC,29.21,0.9,29.0,29.5,28.8,321621
OSI SYSTEMS INC.,170.5,0.89,167.98,171.2,167.82,321417
MIRA PHARMACEUTICALS INC.,1.28,12.29,1.26,1.32,1.23,321365
ROOT INC.,101.86,16.07,108.44,111.35,101.53,321006
STEPSTONE GROUP INC.,66.73,0.06,66.4,67.09,65.62,320717
ALLOVIR INC.,0.5348,12.76,0.533,0.5499,0.51,319961
SEER INC.,2.48,4.2,2.35,2.5,2.33,319572
CONSTRUCTION PARTNERS INC.,99.52,11.74,99.4,101.78,96.15,319146
KALTURA INC.,2.17,12.69,2.17,2.28,2.15,318974
NUVALENT INC.,96.3,0.71,95.78,96.85,94.62,317912
NEW MOUNTAIN FINANCE,11.82,0.17,11.81,11.86,11.71,317654
BARRETT BUSINESS SERVICES INC.,43.49,0.16,43.19,43.49,42.71,317566
LANZATECH GLOBAL INC.,1.0,18.26,1.13,1.13,1.0,317496
SAIA INC.,565.96,1.56,552.11,568.31,545.0,317347
VISTEON CORP.,91.47,14.58,94.84,95.45,91.41,317000
PRA GROUP INC.,21.44,11.15,21.49,21.67,20.73,314828
ANTERIX INC.,32.96,0.49,32.61,33.23,32.26,313768
HEALTHSTREAM INC.,32.54,0.03,32.36,32.68,32.12,313590
LI BANG INTERNATIONAL,3.4,12.58,3.54,3.8,3.33,313218
LIFECORE BIOMEDICAL INC.,7.44,10.27,7.42,7.5,7.08,312980
NAPCO SECURITY TECHNOLOGIES,40.02,10.1,39.78,40.38,39.24,312632
SJW GROUP,55.13,11.24,55.76,56.04,54.88,312614
PAYLOCITY HOLDING,211.88,0.84,208.65,212.43,207.05,312475
CENTRAL GARDEN & PET CO.,39.83,2.63,37.5,41.01,37.19,312045
MITEK SYSTEMS INC.,9.32,12.82,9.53,9.53,9.28,311092
MAWSON INFRASTRUCTURE GROUP,1.71,10.58,1.7,1.79,1.7,310656
SKYWEST INC.,115.11,0.81,113.84,115.83,113.84,309500
AN2 THERAPEUTICS INC.,1.39,0.0,1.4,1.41,1.37,309389
ASTRANA HEALTH INC.,42.46,0.14,42.24,43.17,42.03,309074
U.S. GOLD CORP.,8.34,9.02,7.64,8.59,7.47,309025
MERCHANTS BANCORP DEPOSITARY SHARES,25.48,1.0,25.48,25.65,25.47,308631
BEIGENE LTD. ADS,192.11,0.95,190.2,192.17,186.52,308162
ASSET ENTITIES INC.,0.56,12.66,0.59,0.59,0.5207,306929
ZYMEWORKS INC.,14.3,0.7,14.13,14.32,13.77,304997
ROYAL GOLD INC.,146.31,0.99,144.88,146.49,143.59,304881
STEALTHGAS INC.,5.5,15.34,5.82,5.82,5.47,304769
SUNCAR TECHNOLOGY GROUP INC.,9.93,12.55,9.95,10.15,9.5,303778
LASER PHOTONICS,6.03,2.03,6.35,6.53,5.86,303470
KORNIT DIGITAL,32.06,0.31,32.24,32.91,31.71,303451
PERDOCEO EDUCATION,27.38,11.23,27.58,28.14,27.19,302817
FUNKO INC.,11.39,0.8,11.24,11.44,11.02,302681
UTIME LTD.,0.3401,11.33,0.3344,0.348,0.3344,302637
THE ENSIGN GROUP INC.,146.34,0.79,145.05,146.98,144.26,302162
23ANDME HOLDING CO.,3.16,13.95,3.29,3.29,3.12,302145
PUBMATIC INC.,15.79,10.5,15.88,15.99,15.65,302000
TC BIOPHARM (HLD.,0.6357,13.09,0.631,0.6615,0.615,301883
SAPIENS INTERNATIONAL,27.29,10.73,27.55,27.98,27.22,301621
UFP INDUSTRIES INC.,137.53,11.07,137.6,138.14,134.58,300903
INTERDIGITAL INC.,195.98,1.11,193.22,196.45,192.33,300478
GLOBAL LIGHTS ACQUISITION CORP,10.61,10.19,10.64,10.64,10.61,299988
SAGIMET BIOSCIENCES,5.17,4.87,4.96,5.22,4.83,299878
FREIGHTCAR AMERICA INC.,10.01,3.73,9.6,10.1,9.44,299246
ORGANOVO HOLDINGS INC.,0.427,1.43,0.45,0.4781,0.39,297573
SRM ENTERTAINMENT INC.,0.67,14.15,0.69,0.69,0.6,297244
QUINSTREET INC.,22.79,1.11,22.46,22.89,22.26,296366
KEROS THERAPEUTICS INC.,57.39,1.43,56.74,57.78,55.51,296286
QUINCE THERAPEUTICS INC.,2.02,2.02,2.08,2.14,2.0,295621
COMTECH TELECOM,3.26,18.43,3.56,3.6,3.25,295211
CASTLE BIOSCIENCES INC.,30.57,3.59,29.41,31.23,29.21,294577
INTRA-CELLULAR THERAPIES INC.,86.43,1.69,85.32,86.6,84.72,293640
AXT INC,2.02,11.94,2.09,2.09,2.0,293629
SIGHT SCIENCES INC.,3.98,0.0,3.94,4.03,3.86,291815
CECO ENVIRONMENTAL,32.44,11.67,32.77,33.0,32.13,291354
OUTSET MEDICAL INC.,0.8751,13.23,0.8977,0.918,0.86,291353
ADVANTAGE SOLUTIONS INC.,3.55,11.39,3.58,3.6,3.49,290991
COMMERCIAL VEHICLE GROUP INC.,2.41,13.21,2.43,2.52,2.4,289939
ENERGY SERVICES OF AMERICA,16.13,4.54,15.4,16.24,15.38,289562
PROTARA THERAPEUTICS INC.,2.94,13.08,2.66,2.99,2.6,289135
PACTIV EVERGREEN INC.,13.64,0.44,13.47,13.77,13.34,288942
CENTURY CASINOS INC.,4.66,4.72,4.83,5.09,4.51,287033
BYRNA TECHNOLOGIES INC.,20.02,0.15,19.83,21.19,19.83,287030
BRIGHTHOUSE FINANCIAL INC.,52.42,10.76,52.39,52.73,51.71,286484
ICF INTERNATIONAL INC.,139.19,2.71,136.85,141.51,136.48,286293
MARTEN TRANSPORT,17.31,1.52,17.02,17.39,16.77,285668
ALLEGIANT TRAVEL CO.,80.74,13.89,83.12,84.79,80.36,285186
DAVE INC.,87.89,3.13,84.43,89.38,84.04,284557
FIRST FINANCIAL BANCORP.,29.82,11.71,30.06,30.22,29.75,284155
IMPINJ INC.,195.57,1.0,195.8,196.89,192.75,283777
LOGICMARK INC.,1.73,17.98,1.84,1.87,1.68,283775
AMPHASTAR PHARMACEUTICALS INC.,44.22,10.94,44.45,44.88,44.16,283742
CELCUITY INC.,13.05,16.12,13.9,14.19,13.03,282671
ULTRAGENYX PHARMACEUTICAL INC.,47.36,0.51,47.18,47.53,46.6,281324
ARCTURUS THERAPEUTICS HLD.,16.93,13.7,17.53,17.83,16.87,281053
NORDSON CORP.,258.73,11.85,262.75,263.62,256.27,280633
PROQR THERAPEUTICS N.V.,3.44,12.82,3.54,3.54,3.37,280517
FENNEC PHARMACEUTICALS INC.,6.04,6.71,5.5,6.27,5.47,280167
WSFS FINANCIAL CORP.,60.14,11.56,60.51,60.73,59.8,279962
SEACOAST BANKING,30.37,11.72,30.59,30.81,30.33,279938
COMMVAULT SYSTEMS INC.,177.6,1.14,174.57,178.72,173.27,279847
BIOCERES CROP SOLUTIONS,7.02,6.53,6.58,7.27,6.49,279354
TFS FINANCIAL CORP.,14.29,11.65,14.51,14.51,14.27,278884
AMERICAN LITHIUM,0.6555,13.15,0.6776,0.6877,0.6555,278066
NETSCOUT SYSTEMS INC.,22.11,0.77,21.76,22.16,21.61,277514
PERPETUA RESOURCES,9.41,0.53,9.35,9.5,9.31,277426
MERCURITY FINTECH HOLDING,7.29,23.56,5.86,7.34,5.07,277243
JOYY INC. ADS,35.0,0.72,34.78,35.22,34.76,276279
MSP RECOVERY INC.,1.55,19.88,1.68,1.77,1.54,274888
ALLIENT INC.,25.34,0.2,25.18,26.05,24.51,274744
ZILLOW GROUP INC.,81.87,0.6,80.38,82.67,80.17,274444
MAMMOTH ENERGY SERVICES INC.,3.66,7.02,3.45,3.85,3.41,273874
MALIBU BOATS INC.,42.15,16.79,44.47,44.91,41.96,273740
ZURA BIO LTD.,3.01,11.63,3.13,3.13,2.91,272241
VOYAGER THERAPEUTICS INC.,5.67,11.39,5.77,5.8,5.54,271041
WISA TECHNOLOGIES INC.,1.57,13.09,1.61,1.66,1.52,270538
CARLYLE SECURED LENDING,17.19,1.12,17.16,17.32,17.03,270509
TARGET HOSPITALITY,8.35,10.83,8.29,8.41,8.13,270336
MISSION PRODUCE INC.,13.04,0.54,12.88,13.09,12.62,269962
CG ONCOLOGY INC.,33.9,10.15,33.77,34.29,33.06,269697
VILLAGE FARMS INTERNATIONAL,0.781,10.74,0.785,0.795,0.7733,269020
GLUCOTRACK INC.,0.2506,13.62,0.26,0.2649,0.2401,268003
AMERICAN BATTERY TECHNOLOGY CO.,0.9467,0.16,0.95,0.9874,0.92,267799
OPEN LENDING CORP.,6.36,11.85,6.45,6.55,6.31,267675
HYDROFARM HLD.,0.81,10.38,0.83,0.83,0.7747,267474
PEOPLES BANCORP OF NORTH CAROLINA,31.4,10.1,31.41,32.31,31.39,267302
OPTIMUMBANK HOLDINGS INC.,4.76,11.86,4.9,4.9,4.73,267277
GLOBAL MOFY AI LTD.,3.59,1460.87,3.31,4.01,3.04,266913
PODCASTONE INC.,2.15,14.36,1.79,2.23,1.67,266814
RADWARE,24.13,5.46,23.08,24.6,23.0,266583
MIDCAP FINANCIAL INVESTMENT,14.02,10.14,14.09,14.09,13.94,266432
GAXOS.AI INC.,1.25,4.17,1.22,1.3,1.17,265899
NEURONETICS INC.,0.954,11.66,0.9748,1.01,0.9158,265675
UNITED THERAPEUTICS,377.0,2.26,370.98,378.19,366.93,265053
ACLARION INC.,0.1812,2.66,0.1767,0.186,0.1767,265013
UXIN LTD.,4.26,116.14,5.06,5.15,4.2,264908
INDEPENDENT BANK,73.36,12.15,74.49,74.5,73.3,264776
RIGETTI COMPUTING,0.81,117.35,0.8574,0.91,0.7801,264722
BRP INC.,47.56,16.45,49.66,50.28,46.94,264340
PAINREFORM,2.72,14.56,2.69,3.1,2.51,263454
SADOT GROUP INC.,4.0,12.36,3.75,4.08,3.7,263245
DIME COMMUNITY BANCSHARES INC.,36.01,10.96,35.96,36.39,34.67,261759
DELCATH SYSTEMS INC.,10.65,1.53,10.56,10.76,10.32,261627
ONEMEDNET CORP,0.99,8.67,0.96,1.07,0.94,261451
S&W SEED COMPANY,9.54,27.2,8.85,10.68,7.98,261444
REGULUS THERAPEUTICS INC.,1.53,0.66,1.54,1.54,1.47,261434
HUB CYBER SECURITY,0.516,18.51,0.5572,0.5572,0.51,261312
PATRICK INDUSTRIES INC.,138.35,11.52,140.18,140.18,134.99,261276
RUSH ENTERPRISES INC.,61.74,11.8,62.31,62.31,60.69,261116
ORIENTAL RISE HOLDINGS,6.74,4.66,6.31,6.87,6.23,261072
MILESTONE PHARMACEUTICALS INC.,1.85,0.0,1.88,1.89,1.83,261014
FIRSTCASH HOLDINGS INC.,107.1,10.78,108.0,108.22,106.25,260896
INDEPENDENT BANK GROUP INC,67.22,10.13,66.72,67.39,66.41,260775
CARPARTS.COM INC.,1.07,0.0,1.07,1.1,1.02,260756
BEAM GLOBAL,3.9,16.7,4.15,4.23,3.82,259983
AKANDA CORP.,1.62,8.0,1.52,1.77,1.41,259611
OLYMPIC STEEL INC.,41.51,13.51,42.95,42.95,41.11,258824
RESOURCES CONNECTION INC.,8.44,10.59,8.46,8.54,8.4,258718
MERCURY SYSTEMS INC,41.51,1.39,40.71,41.85,40.56,258528
HANRYU HOLDINGS INC.,0.23,5.46,0.211,0.2345,0.211,258497
IMMIX BIOPHARMA INC.,1.65,14.07,1.71,1.78,1.64,257326
ENTERPRISE FINANCIAL SERVICES,61.05,10.54,60.88,61.44,60.46,257252
ESSA PHARMA INC.,1.81,0.56,1.78,1.82,1.78,255833
GLADSTONE COMMERCIAL,17.51,0.75,17.3,17.59,17.3,255604
ORIC PHARMACEUTICALS INC.,9.8,10.71,9.81,9.96,9.43,255196
HARROW INC.,42.24,0.43,41.91,42.53,41.03,254897
GENTHERM INC,42.06,13.91,43.33,43.5,42.02,254799
ZYVERSA THERAPEUTICS INC.,1.07,13.6,1.12,1.14,1.04,253476
FIRST BANCORP,48.58,11.26,49.03,49.43,48.56,252792
MESOBLAST LTD.,11.05,0.18,11.21,11.21,10.75,252608
INTERNATIONAL MONEY EXPRESS,21.03,11.22,21.28,21.48,20.97,252514
UNITED STATES LIME & MINERALS,157.45,5.99,146.98,159.53,146.16,252488
PDS BIOTECHNOLOGY,2.11,12.76,2.2,2.24,2.07,251978
